City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Urumqi,CN,2022-12-09 20:49:08,43.801,87.6005,9.55,79,75,6.71
234,Cabinda,AO,2022-12-09 20:49:09,-5.55,12.2,80.74,89,75,8.05
235,Axim,GH,2022-12-09 20:49:10,4.8699,-2.2405,79.68,83,5,7.94
236,Togur,RU,2022-12-09 20:49:11,58.3631,82.8265,8.67,92,100,10.87
237,Uglovskoye,RU,2022-12-09 20:49:11,51.3557,80.1942,-7.06,98,67,6.73
238,Costinesti,RO,2022-12-09 20:49:12,43.95,28.6333,47.44,93,99,13.53
239,Mangaratiba,BR,2022-12-09 20:49:13,-22.9597,-44.0406,79.66,88,17,2.59
240,Villahermosa,MX,2022-12-09 20:46:43,17.9833,-92.9167,83.01,58,1,5.99
241,Albemarle,US,2022-12-09 20:45:00,35.3501,-80.2001,54.61,75,100,5.75
242,Yukamenskoye,RU,2022-12-09 20:49:14,57.8865,52.2416,16.14,95,100,9.66
243,Shache,CN,2022-12-09 20:49:15,38.4167,77.2406,22.55,44,35,3.13
244,Ovre Ardal,NO,2022-12-09 20:49:16,61.3167,7.8,16.68,88,13,6.78
245,Azovo,RU,2022-12-09 20:49:16,54.6997,73.0237,-0.26,92,64,9.86
246,Pavlodar,KZ,2022-12-09 20:49:17,52.3,76.95,-22.2,69,0,6.71
247,Formosa,AR,2022-12-09 20:46:20,-26.1775,-58.1781,102.18,42,40,8.05
248,Hella,NO,2022-12-09 20:49:18,67.2,14.4333,24.89,76,0,9.22
249,Nyagan,RU,2022-12-09 20:49:19,62.1406,65.3936,-15.79,98,12,2.82
250,Tigre,AR,2022-12-09 20:49:19,-34.426,-58.5796,100.54,44,0,11.5
251,Carutapera,BR,2022-12-09 20:41:13,-1.195,-46.02,80.17,76,34,8.46
252,Pitimbu,BR,2022-12-09 20:49:20,-7.4706,-34.8086,82.99,73,10,9.93
253,Navalmoral De La Mata,ES,2022-12-09 20:45:56,39.8916,-5.5406,50.95,96,97,2.06
254,Ginda,IN,2022-12-09 20:49:22,30.6945,78.4932,46.26,29,0,7.99
255,Codrington,AU,2022-12-09 20:49:22,-38.2667,141.9667,51.26,76,2,10.71
256,Praia,CV,2022-12-09 20:45:04,14.9215,-23.5087,75.74,78,20,11.5
257,Iskateley,RU,2022-12-09 20:49:24,67.6803,53.1512,-9.22,100,39,1.74
258,Hamina,FI,2022-12-09 20:49:24,60.5697,27.1979,27.68,98,99,2.91
259,Aden,YE,2022-12-09 20:47:13,12.7794,45.0367,78.42,70,14,11.32
260,Chemal,RU,2022-12-09 20:49:25,51.4111,86.005,13.28,90,100,2.01
261,Bollnas,SE,2022-12-09 20:49:26,61.3482,16.3946,23.86,94,100,6.38
262,Callaway,US,2022-12-09 20:49:26,30.153,-85.5699,75.94,82,0,8.05
263,Edd,ER,2022-12-09 20:49:27,13.9297,41.6925,77.65,80,3,7.81
264,Paita,PE,2022-12-09 20:49:28,-5.0892,-81.1144,71.4,71,74,16.42
265,Grootfontein,NA,2022-12-09 20:49:28,-19.5667,18.1167,72.97,53,78,2.3
266,Comodoro Rivadavia,AR,2022-12-09 20:49:29,-45.8667,-67.5,78.66,15,75,25.32
267,Aksarka,RU,2022-12-09 20:49:29,66.5606,67.7975,-6.39,85,79,6.2
268,Onega,RU,2022-12-09 20:49:30,63.9061,38.1404,16.27,97,94,6.8
269,Tshela,CD,2022-12-09 20:49:31,-4.9833,12.9333,72.59,98,88,0.56
270,Marzuq,YE,2022-12-09 20:49:31,14.4,46.4667,61.0,72,6,3.67
271,Vestmanna,FO,2022-12-09 20:49:32,62.1564,-7.1664,36.52,81,75,13.8
272,Terra Rica,BR,2022-12-09 20:49:33,-22.7094,-52.6169,80.73,72,71,10.16
273,Gravdal,NO,2022-12-09 20:50:34,68.1214,13.5031,19.29,79,0,4.61
274,Petrozavodsk,RU,2022-12-09 20:50:35,61.7849,34.3469,27.86,79,100,8.95
275,Achutupo,PA,2022-12-09 20:50:35,9.2,-77.9833,81.68,70,21,8.68
276,Mezen,RU,2022-12-09 20:50:36,65.8522,44.24,11.21,91,100,11.01
277,Pangnirtung,CA,2022-12-09 20:50:36,66.1451,-65.7125,17.6,93,100,0.0
278,Dhidhdhoo,MV,2022-12-09 20:50:37,6.8833,73.1,81.7,71,100,17.92
279,Stokmarknes,NO,2022-12-09 20:50:37,68.5646,14.9108,30.16,50,0,10.36
