City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
700,Kralendijk,BQ,12.15,-68.2667,80.58,74,0,12.66,clear sky
701,Pascagoula,US,30.3658,-88.5561,72.41,88,100,11.5,overcast clouds
702,Muisne,EC,0.6,-80.0333,76.23,78,69,9.66,broken clouds
703,Micheweni,TZ,-4.9667,39.8333,79.61,80,82,8.21,broken clouds
704,Spanish Town,JM,17.9911,-76.9574,78.71,87,51,3.89,broken clouds
705,Reading,GB,51.4562,-0.9711,32.56,75,100,6.91,mist
706,Ugoofaaru,MV,5.6667,73.0,80.06,78,47,5.66,scattered clouds
707,Borovoy,RU,55.4333,86.0833,-8.32,84,75,8.95,broken clouds
708,Bahia Blanca,AR,-38.7196,-62.2724,91.29,10,0,1.99,clear sky
709,Stephenville,US,32.2207,-98.2023,68.13,31,75,11.5,broken clouds
710,Panjab,AF,34.388,67.0233,12.24,61,91,3.71,overcast clouds
711,Undory,RU,54.6085,48.3928,15.04,75,40,15.19,scattered clouds
712,Charlestown,AU,-32.95,151.6667,73.02,40,1,3.0,clear sky
713,Marystown,CA,47.1666,-55.1483,40.6,91,100,38.86,moderate rain
714,Santiago De Compostela,ES,42.8805,-8.5457,58.03,90,75,11.5,broken clouds
715,Muscle Shoals,US,34.7448,-87.6675,57.65,86,100,11.5,overcast clouds
716,Melnikovo,RU,56.5558,84.085,-14.13,98,86,5.06,overcast clouds
717,Lumeje,AO,-11.55,20.7833,63.25,96,71,5.32,broken clouds
718,Libreville,GA,0.3925,9.4537,79.23,79,100,0.47,light rain
719,Bako,ET,5.7833,36.5667,67.12,58,42,3.49,light rain
720,Yafran,LY,32.0633,12.5286,63.0,50,75,10.18,broken clouds
721,Itupiranga,BR,-5.1347,-49.3267,82.72,68,94,2.19,overcast clouds
722,Daugai,LT,54.3667,24.3333,21.69,93,100,6.98,overcast clouds
723,Akureyri,IS,65.6835,-18.0878,5.49,86,42,5.21,scattered clouds
724,Bisho,ZA,-32.8472,27.4422,67.98,89,45,4.7,scattered clouds
725,Bedford,GB,52.1346,-0.4663,30.9,91,100,7.02,overcast clouds
726,Cumbitara,CO,1.6517,-77.5823,61.25,91,97,3.98,light rain
727,Manica,FR,49.0,-1.1667,31.46,60,88,3.02,snow
